State,City,Order Date,Distributor_Name,Location,Beverage_Category,Beverage_Name,Price (INR),Rating,Rating Count
Karnataka,Bengaluru,13/07/2025,Punjab Beverage Depot,Bidadi,Juice,Tropicana Pineapple,245.0,4.0,0
Karnataka,Bengaluru,2025-07-05 00:00:00,Jabalpur Distribution Center,Bidadi,Carbonated Soft Drink,Mirinda Orange,245.0,4.0,0
Karnataka,Bengaluru,2025-04-06 00:00:00,Noida Beverage Distributor,Bidadi,Juice,Tropicana Pineapple,95.0,4.0,0
Karnataka,Bengaluru,22/08/2025,Patna Beverage Depot,Bidadi,Flavored Drink,Nimbooz Masala Soda,30.0,4.0,0
Karnataka,Bengaluru,2025-10-05 00:00:00,Patna Beverage Depot,Bidadi,Flavored Drink,Nimbooz Lemon,110.0,4.0,0
Karnataka,Bengaluru,2025-06-08 00:00:00,Nagpur Supply Center,Bidadi,Iced Tea,Lipton Ice Tea Lemon,100.0,4.0,0
Karnataka,Bengaluru,17/01/2025,Jaipur Beverage Distributor,Bidadi,Carbonated Soft Drink,7UP Nimbooz,60.0,4.0,0
Karnataka,Bengaluru,14/04/2025,Coimbatore Distribution Center,Bidadi,Juice,Tropicana Guava,110.0,4.0,0
Karnataka,Bengaluru,2025-10-06 00:00:00,Patna Beverage Depot,Bidadi,Packaged Water,Aquafina Water,60.0,4.0,0
Karnataka,Bengaluru,17/05/2025,Bhopal Beverage Hub,Bidadi,Energy Drink,Sting Gold Rush,55.0,4.0,0
Karnataka,Bengaluru,2025-12-02 00:00:00,Jaipur Beverage Distributor,Bidadi,Carbonated Soft Drink,Mirinda Orange,75.0,4.0,0
Karnataka,Bengaluru,25/06/2025,Delhi NCR Distribution,Bidadi,Carbonated Soft Drink,Mirinda Lemon,95.0,4.0,0
Karnataka,Bengaluru,2025-08-02 00:00:00,Nagpur Supply Center,Bidadi,Juice,Tropicana Guava,95.0,4.0,0
Karnataka,Bengaluru,2025-09-08 00:00:00,Jabalpur Distribution Center,Bidadi,Packaged Water,Aquafina Sparkling,75.0,4.0,0
Karnataka,Bengaluru,19/06/2025,Jabalpur Distribution Center,Bidadi,Carbonated Soft Drink,7UP,75.0,4.0,0
Karnataka,Bengaluru,26/01/2025,Nagpur Supply Center,Bidadi,Carbonated Soft Drink,Mountain Dew,95.0,4.0,0
Karnataka,Bengaluru,2025-09-04 00:00:00,Bhopal Beverage Hub,Bidadi,Juice,Slice Mango,95.0,4.0,0
Karnataka,Bengaluru,19/02/2025,Chennai Pepsi Distributor,Bidadi,Carbonated Soft Drink,Pepsi,85.0,4.0,0
Karnataka,Bengaluru,2025-02-06 00:00:00,Haryana Retail Distributor,Bidadi,Iced Tea,Lipton Ice Tea Lemon,55.0,4.0,0
Karnataka,Bengaluru,2025-01-06 00:00:00,Ludhiana Pepsi Distributor,Bidadi,Iced Tea,Lipton Ice Tea Peach,55.0,4.0,0
Karnataka,Bengaluru,13/01/2025,Bhubaneswar Pepsi Hub,Bidadi,Energy Drink,Sting Energy,85.0,4.0,0
Karnataka,Bengaluru,16/02/2025,Kolkata Beverage Distributor,Bidadi,Juice,Tropicana Apple,200.0,4.0,0
Karnataka,Bengaluru,15/05/2025,Ranchi Supply Distributor,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Orange,379.0,4.2,16
Karnataka,Bengaluru,26/02/2025,Ghaziabad Supply Chain,Kengeri Satellite Town,Packaged Water,Aquafina Sparkling,189.0,4.3,1
Karnataka,Bengaluru,2025-05-02 00:00:00,Kolkata Beverage Distributor,Kengeri Satellite Town,Juice,Slice Mango,359.0,3.7,4
Karnataka,Bengaluru,22/06/2025,Haryana Retail Distributor,Kengeri Satellite Town,Packaged Water,Aquafina Sparkling,189.0,4.4,2
Karnataka,Bengaluru,20/01/2025,Delhi NCR Distribution,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Orange,359.0,4.7,4
Karnataka,Bengaluru,16/02/2025,Jabalpur Distribution Center,Kengeri Satellite Town,Carbonated Soft Drink,7UP,209.0,4.0,19
Karnataka,Bengaluru,2025-08-01 00:00:00,Punjab Beverage Depot,Kengeri Satellite Town,Sports Drink,Gatorade Blue Bolt,379.0,4.6,10
Karnataka,Bengaluru,26/08/2025,Pune Pepsi Distributor,Kengeri Satellite Town,Packaged Water,Aquafina Sparkling,209.0,4.4,7
Karnataka,Bengaluru,24/05/2025,Bangalore Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Apple,379.0,3.9,4
Karnataka,Bengaluru,22/05/2025,Delhi NCR Distribution,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Peach,307.0,4.0,1
Karnataka,Bengaluru,23/07/2025,Bhopal Beverage Hub,Kengeri Satellite Town,Energy Drink,Sting Gold Rush,337.0,4.3,5
Karnataka,Bengaluru,25/04/2025,Noida Beverage Distributor,Kengeri Satellite Town,Energy Drink,Sting Energy,319.0,3.3,10
Karnataka,Bengaluru,2025-03-08 00:00:00,Kolkata Beverage Distributor,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Lemon,319.0,4.9,12
Karnataka,Bengaluru,23/05/2025,Ludhiana Pepsi Distributor,Kengeri Satellite Town,Packaged Water,Aquafina Water,269.0,4.0,0
Karnataka,Bengaluru,2025-02-04 00:00:00,Hyderabad Beverage Hub,Kengeri Satellite Town,Juice,Slice Mango,269.0,4.0,0
Karnataka,Bengaluru,2025-08-04 00:00:00,Punjab Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,7UP Nimbooz,269.0,4.0,0
Karnataka,Bengaluru,16/02/2025,Bangalore Beverage Depot,Kengeri Satellite Town,Juice,Tropicana Orange,269.0,4.2,105
Karnataka,Bengaluru,2025-01-02 00:00:00,Jaipur Beverage Distributor,Kengeri Satellite Town,Juice,Slice Mango,309.0,4.0,0
Karnataka,Bengaluru,2025-03-08 00:00:00,Delhi NCR Distribution,Kengeri Satellite Town,Juice,Tropicana Mixed Fruit,309.0,4.6,80
Karnataka,Bengaluru,2025-10-07 00:00:00,Hyderabad Beverage Hub,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Lemon,309.0,4.0,0
Karnataka,Bengaluru,16/02/2025,Bangalore Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,Pepsi,425.0,4.0,0
Karnataka,Bengaluru,20/02/2025,Gurgaon Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Lemon,425.0,4.0,0
Karnataka,Bengaluru,2025-02-06 00:00:00,Chandigarh Distribution Center,Kengeri Satellite Town,Juice,Tropicana Orange,455.0,4.1,2
Karnataka,Bengaluru,2025-05-07 00:00:00,Amritsar Beverage Hub,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Orange,59.0,4.3,45
Karnataka,Bengaluru,16/02/2025,Haryana Retail Distributor,Kengeri Satellite Town,Carbonated Soft Drink,Mountain Dew,59.0,4.5,25
Karnataka,Bengaluru,2025-09-07 00:00:00,Chandigarh Distribution Center,Kengeri Satellite Town,Sports Drink,Gatorade Lemon,59.0,4.7,16
Karnataka,Bengaluru,2025-05-05 00:00:00,Udaipur Distribution Hub,Kengeri Satellite Town,Juice,Slice Mango,99.0,4.6,17
Karnataka,Bengaluru,30/05/2025,Punjab Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,Mountain Dew,57.0,4.2,43
Karnataka,Bengaluru,27/02/2025,Jaipur Beverage Distributor,Kengeri Satellite Town,Juice,Tropicana Orange,57.0,4.1,10
Karnataka,Bengaluru,27/02/2025,Kochi Beverage Depot,Kengeri Satellite Town,Energy Drink,Sting Energy,118.75,4.0,0
Karnataka,Bengaluru,16/02/2025,Indore Pepsi Distributor,Kengeri Satellite Town,Sports Drink,Gatorade Lemon,118.75,4.9,5
Karnataka,Bengaluru,18/02/2025,Bangalore Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,Pepsi,99.0,4.3,1
Karnataka,Bengaluru,29/06/2025,Chennai Pepsi Distributor,Kengeri Satellite Town,Juice,Tropicana Mixed Fruit,99.0,4.0,0
Karnataka,Bengaluru,19/06/2025,Ahmedabad Beverage Depot,Kengeri Satellite Town,Packaged Water,Aquafina Sparkling,99.0,4.2,2
Karnataka,Bengaluru,16/02/2025,Udaipur Distribution Hub,Kengeri Satellite Town,Juice,Tropicana Apple,99.0,4.0,0
Karnataka,Bengaluru,15/01/2025,Faridabad Pepsi Hub,Kengeri Satellite Town,Packaged Water,Aquafina Water,28.5,4.2,2
Karnataka,Bengaluru,23/02/2025,Amritsar Beverage Hub,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Apple,20.0,4.2,9
Karnataka,Bengaluru,23/08/2025,Udaipur Distribution Hub,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Peach,20.0,2.7,4
Karnataka,Bengaluru,2025-07-07 00:00:00,Kochi Beverage Depot,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Peach,20.0,4.2,2
Karnataka,Bengaluru,2025-11-04 00:00:00,Jabalpur Distribution Center,Kengeri Satellite Town,Flavored Drink,Nimbooz Lemon,20.0,4.1,1
Karnataka,Bengaluru,13/08/2025,Coimbatore Distribution Center,Kengeri Satellite Town,Sports Drink,Gatorade Blue Bolt,20.0,4.2,2
Karnataka,Bengaluru,2025-08-01 00:00:00,Indore Pepsi Distributor,Kanakapura Road,Energy Drink,Sting Energy,169.0,3.8,63
Karnataka,Bengaluru,22/02/2025,Jabalpur Distribution Center,Kanakapura Road,Iced Tea,Lipton Ice Tea Peach,259.0,4.0,58
Karnataka,Bengaluru,16/02/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,319.0,4.3,69
Karnataka,Bengaluru,24/08/2025,Jaipur Beverage Distributor,Kanakapura Road,Sports Drink,Gatorade Orange,319.0,3.9,22
Karnataka,Bengaluru,18/04/2025,Surat Retail Distributor,Kanakapura Road,Iced Tea,Lipton Ice Tea Lemon,379.0,4.3,79
Karnataka,Bengaluru,2025-05-01 00:00:00,Gurgaon Beverage Depot,Kanakapura Road,Energy Drink,Sting Energy,259.0,4.7,15
Karnataka,Bengaluru,13/04/2025,Mumbai Beverage Hub,Kanakapura Road,Carbonated Soft Drink,7UP,379.0,4.7,7
Karnataka,Bengaluru,15/07/2025,Jaipur Beverage Distributor,Kanakapura Road,Packaged Water,Aquafina Water,409.0,3.9,8
Karnataka,Bengaluru,2025-06-01 00:00:00,Chennai Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,Mirinda Lemon,409.0,4.8,12
Karnataka,Bengaluru,19/04/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Flavored Drink,Nimbooz Lemon,109.0,4.4,199
Karnataka,Bengaluru,2025-12-08 00:00:00,Nagpur Supply Center,Kanakapura Road,Sports Drink,Gatorade Lemon,169.0,4.5,16
Karnataka,Bengaluru,26/04/2025,Chennai Pepsi Distributor,Kanakapura Road,Juice,Tropicana Pineapple,189.0,4.5,39
Karnataka,Bengaluru,2025-04-04 00:00:00,Raipur Beverage Depot,Kanakapura Road,Carbonated Soft Drink,Mirinda Orange,159.0,4.4,3
Karnataka,Bengaluru,16/02/2025,Delhi NCR Distribution,Kanakapura Road,Carbonated Soft Drink,Mirinda Lemon,179.0,4.1,10
Karnataka,Bengaluru,2025-09-04 00:00:00,Delhi NCR Distribution,Kanakapura Road,Juice,Tropicana Orange,199.0,4.4,3
Karnataka,Bengaluru,24/02/2025,Faridabad Pepsi Hub,Kanakapura Road,Sports Drink,Gatorade Blue Bolt,749.0,4.6,7
Karnataka,Bengaluru,17/06/2025,Ghaziabad Supply Chain,Kanakapura Road,Flavored Drink,Nimbooz Masala Soda,199.0,3.9,2
Karnataka,Bengaluru,21/02/2025,Bangalore Beverage Depot,Kanakapura Road,Juice,Slice Mango,179.0,4.2,13
Karnataka,Bengaluru,24/05/2025,Bhopal Beverage Hub,Kanakapura Road,Flavored Drink,Nimbooz Masala Soda,109.0,3.7,13
Karnataka,Bengaluru,13/01/2025,Ludhiana Pepsi Distributor,Kanakapura Road,Packaged Water,Aquafina Sparkling,209.0,3.2,11
Karnataka,Bengaluru,24/04/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,219.0,3.6,16
Karnataka,Bengaluru,2025-04-05 00:00:00,Raipur Beverage Depot,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,319.0,3.6,28
Karnataka,Bengaluru,16/04/2025,Gurgaon Beverage Depot,Kanakapura Road,Flavored Drink,Nimbooz Masala Soda,319.0,3.0,5
Karnataka,Bengaluru,2025-07-06 00:00:00,Kolkata Beverage Distributor,Kanakapura Road,Carbonated Soft Drink,7UP Nimbooz,379.0,5.0,5
Karnataka,Bengaluru,27/05/2025,Ludhiana Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,Mirinda Orange,379.0,3.9,4
Karnataka,Bengaluru,25/05/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Energy Drink,Sting Gold Rush,169.0,3.8,63
Karnataka,Bengaluru,30/04/2025,Ghaziabad Supply Chain,Kanakapura Road,Sports Drink,Gatorade Orange,219.0,4.2,37
Karnataka,Bengaluru,16/02/2025,Mumbai Beverage Hub,Kanakapura Road,Energy Drink,Sting Energy,259.0,4.0,58
Karnataka,Bengaluru,19/01/2025,Faridabad Pepsi Hub,Kanakapura Road,Packaged Water,Aquafina Sparkling,259.0,4.2,18
Karnataka,Bengaluru,2025-02-04 00:00:00,Bhopal Beverage Hub,Kanakapura Road,Sports Drink,Gatorade Lemon,319.0,4.3,69
Karnataka,Bengaluru,27/02/2025,Udaipur Distribution Hub,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,319.0,3.9,22
Karnataka,Bengaluru,2025-02-07 00:00:00,Gurgaon Beverage Depot,Kanakapura Road,Energy Drink,Sting Energy,379.0,4.3,79
Karnataka,Bengaluru,16/02/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Carbonated Soft Drink,Mirinda Lemon,169.0,4.3,213
Karnataka,Bengaluru,17/08/2025,Surat Retail Distributor,Kanakapura Road,Juice,Slice Mango,289.0,4.4,1
Karnataka,Bengaluru,2025-06-08 00:00:00,Delhi NCR Distribution,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,319.0,1.9,4
Karnataka,Bengaluru,27/04/2025,Jaipur Beverage Distributor,Kanakapura Road,Carbonated Soft Drink,Pepsi,319.0,5.0,5
Karnataka,Bengaluru,16/02/2025,Pune Pepsi Distributor,Kanakapura Road,Juice,Tropicana Guava,409.0,3.9,1
Karnataka,Bengaluru,23/01/2025,Chandigarh Distribution Center,Kanakapura Road,Sports Drink,Gatorade Lemon,259.0,4.7,15
Karnataka,Bengaluru,2025-07-05 00:00:00,Gurgaon Beverage Depot,Kanakapura Road,Iced Tea,Lipton Ice Tea Peach,379.0,4.7,7
Karnataka,Bengaluru,17/05/2025,Coimbatore Distribution Center,Kanakapura Road,Carbonated Soft Drink,7UP Nimbooz,379.0,4.8,10
Karnataka,Bengaluru,20/05/2025,Nagpur Supply Center,Kanakapura Road,Juice,Slice Mango,379.0,4.3,26
Karnataka,Bengaluru,2025-09-05 00:00:00,Punjab Beverage Depot,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,409.0,3.9,8
Karnataka,Bengaluru,27/02/2025,Ludhiana Pepsi Distributor,Kanakapura Road,Juice,Tropicana Pineapple,409.0,2.9,8
Karnataka,Bengaluru,2025-02-05 00:00:00,Chennai Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,409.0,4.8,12
Karnataka,Bengaluru,2025-01-01 00:00:00,Punjab Beverage Depot,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,749.0,4.6,7
Karnataka,Bengaluru,27/08/2025,Punjab Beverage Depot,Kanakapura Road,Packaged Water,Aquafina Sparkling,749.0,5.0,6
Karnataka,Bengaluru,2025-03-02 00:00:00,Amritsar Beverage Hub,Kanakapura Road,Packaged Water,Aquafina Water,749.0,3.8,1
Karnataka,Bengaluru,2025-06-04 00:00:00,Bhubaneswar Pepsi Hub,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,749.0,4.3,0
Karnataka,Bengaluru,2025-06-05 00:00:00,Pune Pepsi Distributor,Kanakapura Road,Flavored Drink,Nimbooz Lemon,849.0,4.3,0
Karnataka,Bengaluru,28/04/2025,Noida Beverage Distributor,Kanakapura Road,Sports Drink,Gatorade Orange,949.0,3.7,1
Karnataka,Bengaluru,17/02/2025,Delhi NCR Distribution,Kanakapura Road,Juice,Tropicana Guava,149.0,4.2,1
Karnataka,Bengaluru,16/02/2025,Kolkata Beverage Distributor,Kanakapura Road,Carbonated Soft Drink,Mirinda Lemon,149.0,3.9,3
Karnataka,Bengaluru,20/08/2025,Noida Beverage Distributor,Kanakapura Road,Juice,Tropicana Guava,169.0,4.3,0
Karnataka,Bengaluru,25/08/2025,Delhi NCR Distribution,Kanakapura Road,Flavored Drink,Nimbooz Masala Soda,129.0,4.3,0
Karnataka,Bengaluru,27/04/2025,Indore Pepsi Distributor,Kanakapura Road,Flavored Drink,Nimbooz Lemon,129.0,4.3,0
Karnataka,Bengaluru,2025-09-05 00:00:00,Jabalpur Distribution Center,Kanakapura Road,Iced Tea,Lipton Ice Tea Peach,109.0,3.9,1
Karnataka,Bengaluru,16/01/2025,Delhi NCR Distribution,Kanakapura Road,Sports Drink,Gatorade Blue Bolt,109.0,4.3,0
Karnataka,Bengaluru,2025-08-07 00:00:00,Udaipur Distribution Hub,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,109.0,4.3,0
Karnataka,Bengaluru,19/08/2025,Ahmedabad Beverage Depot,Kanakapura Road,Energy Drink,Sting Energy,99.0,4.3,0
Karnataka,Bengaluru,2025-11-07 00:00:00,Faridabad Pepsi Hub,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,99.0,4.3,0
Karnataka,Bengaluru,2025-10-07 00:00:00,Kolkata Beverage Distributor,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,99.0,4.3,0
Karnataka,Bengaluru,16/02/2025,Chennai Pepsi Distributor,Kanakapura Road,Flavored Drink,Nimbooz Lemon,199.0,3.9,2
Karnataka,Bengaluru,22/01/2025,Pune Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,Mirinda Orange,209.0,4.2,10
Karnataka,Bengaluru,2025-03-04 00:00:00,Udaipur Distribution Hub,Kanakapura Road,Carbonated Soft Drink,Mirinda Lemon,189.0,3.1,4
Karnataka,Bengaluru,14/07/2025,Udaipur Distribution Hub,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,209.0,3.9,1
Karnataka,Bengaluru,16/02/2025,Raipur Beverage Depot,Kanakapura Road,Juice,Tropicana Mixed Fruit,179.0,4.2,13
Karnataka,Bengaluru,2025-03-06 00:00:00,Surat Retail Distributor,Kanakapura Road,Flavored Drink,Nimbooz Masala Soda,169.0,4.6,21
Karnataka,Bengaluru,24/05/2025,Amritsar Beverage Hub,Kanakapura Road,Carbonated Soft Drink,Pepsi,189.0,3.2,3
Karnataka,Bengaluru,28/06/2025,Udaipur Distribution Hub,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,169.0,3.7,10
Karnataka,Bengaluru,17/08/2025,Bhopal Beverage Hub,Kanakapura Road,Juice,Tropicana Pineapple,209.0,4.1,17
Karnataka,Bengaluru,16/02/2025,Ahmedabad Beverage Depot,Kanakapura Road,Sports Drink,Gatorade Blue Bolt,229.0,2.3,3
Karnataka,Bengaluru,2025-04-07 00:00:00,Mumbai Beverage Hub,Kanakapura Road,Juice,Tropicana Guava,649.0,4.6,4
Karnataka,Bengaluru,29/01/2025,Indore Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,7UP Nimbooz,749.0,3.6,7
Karnataka,Bengaluru,25/07/2025,Nagpur Supply Center,Kanakapura Road,Carbonated Soft Drink,Mirinda Orange,159.0,4.3,165
Karnataka,Bengaluru,2025-08-08 00:00:00,Chandigarh Distribution Center,Kanakapura Road,Carbonated Soft Drink,7UP Nimbooz,159.0,4.1,32
Karnataka,Bengaluru,16/02/2025,Raipur Beverage Depot,Kanakapura Road,Packaged Water,Aquafina Sparkling,119.0,4.1,78
Karnataka,Bengaluru,16/02/2025,Kochi Beverage Depot,Kanakapura Road,Energy Drink,Sting Energy,169.0,4.4,58
Karnataka,Bengaluru,29/08/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Iced Tea,Lipton Ice Tea Lemon,169.0,3.8,118
Karnataka,Bengaluru,2025-04-04 00:00:00,Bangalore Beverage Depot,Kanakapura Road,Sports Drink,Gatorade Lemon,189.0,4.8,11
Karnataka,Bengaluru,26/08/2025,Mumbai Beverage Hub,Kanakapura Road,Energy Drink,Sting Energy,109.0,3.9,20
Karnataka,Bengaluru,2025-09-07 00:00:00,Jabalpur Distribution Center,Kanakapura Road,Iced Tea,Lipton Ice Tea Lemon,269.0,5.0,3
Karnataka,Bengaluru,16/07/2025,Bhopal Beverage Hub,Kanakapura Road,Carbonated Soft Drink,Mirinda Apple,219.0,4.2,1
Karnataka,Bengaluru,23/07/2025,Chennai Pepsi Distributor,Kanakapura Road,Juice,Tropicana Pineapple,109.0,3.7,13
Karnataka,Bengaluru,24/05/2025,Kochi Beverage Depot,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,209.0,3.2,11
Karnataka,Bengaluru,2025-06-08 00:00:00,Faridabad Pepsi Hub,Kanakapura Road,Sports Drink,Gatorade Blue Bolt,259.0,5.0,4
Karnataka,Bengaluru,2025-06-08 00:00:00,Chandigarh Distribution Center,Kanakapura Road,Juice,Slice Mango,119.0,4.0,40
Karnataka,Bengaluru,25/06/2025,Kolkata Beverage Distributor,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,28.57,4.2,7
Karnataka,Bengaluru,16/02/2025,Jabalpur Distribution Center,Kanakapura Road,Juice,Tropicana Apple,28.57,4.2,17
Karnataka,Bengaluru,2025-08-02 00:00:00,Haryana Retail Distributor,Kanakapura Road,Packaged Water,Aquafina Water,0.95,4.3,132
Karnataka,Bengaluru,2025-10-04 00:00:00,Noida Beverage Distributor,Kanakapura Road,Carbonated Soft Drink,Mirinda Orange,30.0,4.3,10
Karnataka,Bengaluru,2025-02-02 00:00:00,Jaipur Beverage Distributor,Kanakapura Road,Juice,Slice Mango,60.0,4.5,37
Karnataka,Bengaluru,2025-10-08 00:00:00,Bhubaneswar Pepsi Hub,Kanakapura Road,Juice,Tropicana Pineapple,60.0,4.7,50
Karnataka,Bengaluru,2025-11-04 00:00:00,Patna Beverage Depot,Kanakapura Road,Flavored Drink,Nimbooz Lemon,240.0,4.0,82
Karnataka,Bengaluru,23/01/2025,Amritsar Beverage Hub,Kanakapura Road,Sports Drink,Gatorade Orange,290.0,4.9,21
Karnataka,Bengaluru,2025-10-01 00:00:00,Pune Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,310.0,4.3,201
Karnataka,Bengaluru,16/02/2025,Bhubaneswar Pepsi Hub,Kanakapura Road,Carbonated Soft Drink,Mirinda Apple,280.0,4.2,72
Karnataka,Bengaluru,2025-10-04 00:00:00,Faridabad Pepsi Hub,Kanakapura Road,Energy Drink,Sting Gold Rush,250.0,4.3,153
Karnataka,Bengaluru,2025-03-02 00:00:00,Bhopal Beverage Hub,Kanakapura Road,Juice,Slice Mango,240.0,4.1,31
Karnataka,Bengaluru,29/06/2025,Patna Beverage Depot,Kanakapura Road,Energy Drink,Sting Gold Rush,290.0,4.4,96
Karnataka,Bengaluru,2025-11-08 00:00:00,Chennai Pepsi Distributor,Kanakapura Road,Carbonated Soft Drink,Mountain Dew,290.0,4.3,392
Karnataka,Bengaluru,18/05/2025,Pune Pepsi Distributor,Kanakapura Road,Juice,Tropicana Orange,290.0,4.6,85
Karnataka,Bengaluru,27/05/2025,Nagpur Supply Center,Kanakapura Road,Carbonated Soft Drink,Pepsi Black,310.0,4.4,147
Karnataka,Bengaluru,2025-05-07 00:00:00,Bhubaneswar Pepsi Hub,Kanakapura Road,Juice,Tropicana Orange,230.0,4.7,88
Karnataka,Bengaluru,2025-06-04 00:00:00,Ghaziabad Supply Chain,Kanakapura Road,Energy Drink,Sting Energy,295.0,4.6,25
Karnataka,Bengaluru,2025-01-01 00:00:00,Chandigarh Distribution Center,Kanakapura Road,Flavored Drink,Nimbooz Lemon,300.0,4.5,161
Karnataka,Bengaluru,16/02/2025,Ranchi Supply Distributor,Kanakapura Road,Iced Tea,Lipton Ice Tea Lemon,280.0,4.4,48
Karnataka,Bengaluru,25/08/2025,Haryana Retail Distributor,Kanakapura Road,Juice,Tropicana Orange,225.0,4.8,50
Karnataka,Bengaluru,2025-04-01 00:00:00,Chandigarh Distribution Center,Kanakapura Road,Carbonated Soft Drink,Mirinda Orange,290.0,4.2,27
Karnataka,Bengaluru,16/01/2025,Chennai Pepsi Distributor,Kanakapura Road,Juice,Tropicana Apple,310.0,3.9,16
Karnataka,Bengaluru,24/01/2025,Hyderabad Beverage Hub,Kanakapura Road,Juice,Slice Mango,300.0,4.6,125
Karnataka,Bengaluru,16/02/2025,Punjab Beverage Depot,Kengeri Satellite Town,Juice,Tropicana Pineapple,269.0,4.3,0
Karnataka,Bengaluru,2025-02-01 00:00:00,Chandigarh Distribution Center,Kengeri Satellite Town,Carbonated Soft Drink,Mirinda Orange,269.0,4.4,32
Karnataka,Bengaluru,29/08/2025,Indore Pepsi Distributor,Kengeri Satellite Town,Juice,Tropicana Pineapple,309.0,4.3,0
Karnataka,Bengaluru,2025-08-08 00:00:00,Bhubaneswar Pepsi Hub,Kengeri Satellite Town,Carbonated Soft Drink,7UP,309.0,4.3,0
Karnataka,Bengaluru,2025-08-05 00:00:00,Patna Beverage Depot,Kengeri Satellite Town,Carbonated Soft Drink,Pepsi Black,309.0,4.3,0
Karnataka,Bengaluru,2025-09-06 00:00:00,Bhubaneswar Pepsi Hub,Kengeri Satellite Town,Sports Drink,Gatorade Lemon,259.0,4.2,32
Karnataka,Bengaluru,2025-07-08 00:00:00,Kochi Beverage Depot,Kengeri Satellite Town,Sports Drink,Gatorade Lemon,259.0,4.4,32
Karnataka,Bengaluru,16/02/2025,Ahmedabad Beverage Depot,Kengeri Satellite Town,Energy Drink,Sting Gold Rush,309.0,3.9,19
Karnataka,Bengaluru,2025-01-06 00:00:00,Kolkata Beverage Distributor,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Lemon,309.0,4.1,10
Karnataka,Bengaluru,20/05/2025,Ranchi Supply Distributor,Kengeri Satellite Town,Sports Drink,Gatorade Orange,309.0,4.0,19
Karnataka,Bengaluru,27/06/2025,Jabalpur Distribution Center,Kengeri Satellite Town,Iced Tea,Lipton Ice Tea Lemon,309.0,4.1,51
Karnataka,Bengaluru,2025-12-06 00:00:00,Kolkata Beverage Distributor,Kengeri Satellite Town,Carbonated Soft Drink,Mountain Dew,319.0,4.8,6
Karnataka,Bengaluru,2025-04-05 00:00:00,Raipur Beverage Depot,Kengeri Satellite Town,Energy Drink,Sting Gold Rush,309.0,4.5,21
Karnataka,Bengaluru,2025-02-02 00:00:00,Bhopal Beverage Hub,Kengeri Satellite Town,Carbonated Soft Drink,7UP Nimbooz,319.0,4.8,14
Karnataka,Bengaluru,2025-10-06 00:00:00,Surat Retail Distributor,Kengeri Satellite Town,Carbonated Soft Drink,7UP Nimbooz,319.0,4.8,7
Karnataka,Bengaluru,2025-08-07 00:00:00,Chennai Pepsi Distributor,Kengeri Satellite Town,Sports Drink,Gatorade Orange,319.0,4.5,33
Karnataka,Bengaluru,28/06/2025,Jabalpur Distribution Center,Kengeri Satellite Town,Carbonated Soft Drink,7UP,319.0,4.6,12
